Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province Nord,Nord Est,C039H,Arbre fruitier,Mandarine,9
Province Nord,Nord Est,C038H,Tubercule,Manioc,8
Province Nord,Nord Est,C038H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C038H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C038H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Concombre,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Tomate,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Persil,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Chou vert,8
Province Nord,Nord Est,C038H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C038H,Tubercule,Patate douce,8
Province Nord,Nord Est,C038H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C038H,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C038H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C038H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C038H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C038H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C038H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C037S,Tubercule,Igname de saison,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Chou kanak,9
Province Nord,Nord Est,C037S,Banane poingo,Banane poingo,9
Province Nord,Nord Est,C037S,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C037S,Cultures spéciales,Canne à sucre,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Chouchoute,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Citrouille,9
Province Nord,Nord Est,C037S,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C037S,Tubercule,Manioc,9
Province Nord,Nord Est,C037S,Arbre fruitier,kaki,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Tomate,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Radis,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Carotte,9
Province Nord,Nord Est,C037S,Légume & fruit plein champ,Salade,9
Province Nord,Nord Est,C037S,Arbre fruitier,Corossol,9
Province Nord,Nord Est,C037S,Arbre fruitier,Pomme citerne,9
Province Nord,Nord Est,C037S,Arbre fruitier,Citron et lime,9
Province Nord,Nord Est,C037S,Arbre fruitier,Pomme kanak,9
Province Nord,Nord Est,C037S,Arbre fruitier,Pamplemousse,9
Province Nord,Nord Est,C037S,Arbre fruitier,Autres fruits (à préciser),9
Province Nord,Nord Est,C037S,Cocotier,Cocotier,9
Province Nord,Nord Est,C037S,Arbre fruitier,Mangue,9
Province Nord,Nord Est,C037H,Tubercule,Patate douce,9
Province Nord,Nord Est,C037H,Tubercule,Manioc,9
Province Nord,Nord Est,C037H,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C037H,Légume & fruit plein champ,Chou kanak,9
Province Nord,Nord Est,C037H,Légume & fruit plein champ,Chou de chine,9
Province Nord,Nord Est,C037H,Légume & fruit plein champ,Tomate,9
Province Nord,Nord Est,C037H,Légume & fruit plein champ,Salade,9
Province Nord,Nord Est,C037H,Tubercule,Igname de saison,9
Province Nord,Nord Est,C037H,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C037H,Arbre fruitier,Avocat,9
Province Nord,Nord Est,C037H,Cocotier,Cocotier,9
Province Nord,Nord Est,C037H,Arbre fruitier,Mangue,9
Province Nord,Nord Est,C036H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C036H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C036H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C036H,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C036H,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C036H,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C036H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C036H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C036H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C036H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C036H,Cocotier,Cocotier,8
Province Nord,Nord Est,C035H,Banane poingo,Banane poingo,7
Province Nord,Nord Est,C035H,Cultures spéciales,Canne à sucre,7
Province Nord,Nord Est,C035H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C035H,Tubercule,Manioc,7
Province Nord,Nord Est,C035H,Légume & fruit plein champ,Chou kanak,7
Province Nord,Nord Est,C035H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C035H,Cocotier,Cocotier,7
Province Nord,Nord Est,C035H,Arbre fruitier,jamelonier,7
Province Nord,Nord Est,C035H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C034P,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C034P,Tubercule,Manioc,9
Province Nord,Nord Est,C034P,Tubercule,Igname de saison,9
Province Nord,Nord Est,C034P,Tubercule,Taro de montagne,9
Province Nord,Nord Est,C034P,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Tomate,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Salade,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Persil,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Concombre,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Chou vert,9
Province Nord,Nord Est,C034P,Tubercule,Patate douce,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Maïs doux,9
Province Nord,Nord Est,C034P,Tubercule,Taro bourbon,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Citrouille,9
Province Nord,Nord Est,C034P,Légume & fruit plein champ,Chouchoute,9
Province Nord,Nord Est,C034P,Banane poingo,Banane poingo,9
Province Nord,Nord Est,C034P,Arbre fruitier,Mandarine,9
Province Nord,Nord Est,C034P,Arbre fruitier,Pomme citerne,9
Province Nord,Nord Est,C034P,Arbre fruitier,jamelonier,9
Province Nord,Nord Est,C034P,Arbre fruitier,Orange,9
Province Nord,Nord Est,C034P,Arbre fruitier,Citron et lime,9
Province Nord,Nord Est,C034P,Arbre fruitier,Corossol,9
Province Nord,Nord Est,C034P,Arbre fruitier,Carambole,9
Province Nord,Nord Est,C034P,Cocotier,Cocotier,9
Province Nord,Nord Est,C034H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C034H,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C034H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C034H,Cocotier,Cocotier,8
Province Nord,Nord Est,C033H,Tubercule,Patate douce,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Ambrevade,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Piment,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Concombre,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C033H,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Pomme de terre,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C033H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C033H,Tubercule,Manioc,8
Province Nord,Nord Est,C033H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C033H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C033H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Maïs doux,8
Province Nord,Nord Est,C033H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C033H,Arbre fruitier,Carambole,8
Province Nord,Nord Est,C033H,Arbre fruitier,Tamarin,8
Province Nord,Nord Est,C033H,Cultures spéciales,Autre culture spéciale (à préciser),8
Province Nord,Nord Est,C033H,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C033H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C033H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C033H,Arbre fruitier,Cœur de bœuf,8
Province Nord,Nord Est,C033H,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C033H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C033H,Arbre fruitier,kaki,8
Province Nord,Nord Est,C033H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C033H,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C033H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C033H,Arbre fruitier,jamelonier,8
Province Nord,Nord Est,C033H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C033H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C033H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C033H,Cocotier,Cocotier,8
Province Nord,Nord Est,C032H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C032H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C032H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C032H,Tubercule,Manioc,8
Province Nord,Nord Est,C032H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C032H,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C032H,Cocotier,Cocotier,8
Province Nord,Nord Est,C032H,Cultures spéciales,Café robusta,8
Province Nord,Nord Est,C032H,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C032H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C032H,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C032H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C032H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C031H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C031H,Légume & fruit plein champ,Chou de chine,7
Province Nord,Nord Est,C031H,Légume & fruit plein champ,Salade,7
Province Nord,Nord Est,C031H,Tubercule,Manioc,7
Province Nord,Nord Est,C031H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C031H,Tubercule,Taro de montagne,7
Province Nord,Nord Est,C031H,Cocotier,Cocotier,7
Province Nord,Nord Est,C031H,Arbre fruitier,Avocat,7
Province Nord,Nord Est,C031H,Arbre fruitier,Litchi,7
Province Nord,Nord Est,C031H,Légume & fruit plein champ,Ananas,7
Province Nord,Nord Est,C030S,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C030S,Légume & fruit plein champ,Chou kanak,9
Province Nord,Nord Est,C030S,Légume & fruit plein champ,Citrouille,9
Province Nord,Nord Est,C030S,Légume & fruit plein champ,Chouchoute,9
Province Nord,Nord Est,C030S,Tubercule,Manioc,9
Province Nord,Nord Est,C030S,Banane poingo,Banane poingo,9
Province Nord,Nord Est,C030S,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C030S,Tubercule,Igname de saison,9
Province Nord,Nord Est,C030S,Arbre fruitier,Avocat,9
Province Nord,Nord Est,C030S,Arbre fruitier,Mandarine,9
Province Nord,Nord Est,C030S,Arbre fruitier,Pamplemousse,9
Province Nord,Nord Est,C030S,Arbre fruitier,Litchi,9
Province Nord,Nord Est,C030S,Arbre fruitier,Mangue,9
Province Nord,Nord Est,C030S,Cocotier,Cocotier,9
Province Nord,Nord Est,C030S,Arbre fruitier,Corossol,9
Province Nord,Nord Est,C030S,Arbre fruitier,Carambole,9
Province Nord,Nord Est,C029P,Cocotier,Cocotier,8
Province Nord,Nord Est,C029P,Tubercule,Igname de saison,8
Province Nord,Nord Est,C029P,Tubercule,Manioc,8
Province Nord,Nord Est,C029P,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C029P,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C029P,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C029P,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C029P,Arbre fruitier,Pomme cannelle,8
Province Nord,Nord Est,C029P,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C029P,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C029P,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C029P,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C029P,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C029P,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C029H,Cocotier,Cocotier,11
Province Nord,Nord Est,C029H,Arbre fruitier,Litchi,11
Province Nord,Nord Est,C029H,Arbre fruitier,Avocat,11
Province Nord,Nord Est,C029H,Arbre fruitier,Orange,11
Province Nord,Nord Est,C029H,Arbre fruitier,Mandarine,11
Province Nord,Nord Est,C029H,Arbre fruitier,Corossol,11
Province Nord,Nord Est,C029H,Tubercule,Manioc,11
Province Nord,Nord Est,C029H,Arbre fruitier,Papaye,11
Province Nord,Nord Est,C029H,Légume & fruit plein champ,Citrouille,11
Province Nord,Nord Est,C029H,Légume & fruit plein champ,Chouchoute,11
Province Nord,Nord Est,C029H,Banane dessert,Banane dessert,11
Province Nord,Nord Est,C029H,Banane poingo,Banane poingo,11
Province Nord,Nord Est,C029H,Tubercule,Taro de montagne,11
Province Nord,Nord Est,C029H,Tubercule,Igname de saison,11
Province Nord,Nord Est,C029H,Arbre fruitier,Pomme cannelle,11
Province Nord,Nord Est,C029H,Arbre fruitier,Pamplemousse,11
Province Nord,Nord Est,C029H,Arbre fruitier,Mangue,11
Province Nord,Nord Est,C029H,Arbre fruitier,Pêche,11
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Tomate,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Chou vert,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Radis,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Concombre,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C028H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C028H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C028H,Tubercule,Manioc,8
Province Nord,Nord Est,C028H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C028H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C028H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C028H,Arbre fruitier,kaki,8
Province Nord,Nord Est,C028H,Arbre fruitier,Cœur de bœuf,8
Province Nord,Nord Est,C028H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C028H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C028H,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C028H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C027P,Tubercule,Taro d'eau,12
Province Nord,Nord Est,C027P,Tubercule,Igname de saison,12
Province Nord,Nord Est,C027P,Banane poingo,Banane poingo,12
Province Nord,Nord Est,C027P,Arbre fruitier,Papaye,12
Province Nord,Nord Est,C027P,Arbre fruitier,Avocat,12
Province Nord,Nord Est,C027P,Cultures spéciales,Café robusta,12
Province Nord,Nord Est,C027P,Tubercule,Taro de montagne,12
Province Nord,Nord Est,C027P,Tubercule,Manioc,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Piment,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Concombre,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Fines herbes,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Persil,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Salade,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Tomate,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Chou de chine,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Chou kanak,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Chouchoute,12
Province Nord,Nord Est,C027P,Arbre fruitier,Goyave,12
Province Nord,Nord Est,C027P,Légume & fruit plein champ,Pomme liane,12
Province Nord,Nord Est,C027P,Banane dessert,Banane dessert,12
Province Nord,Nord Est,C027P,Arbre fruitier,Pomme cannelle,12
Province Nord,Nord Est,C027P,Arbre fruitier,Pamplemousse,12
Province Nord,Nord Est,C027P,Arbre fruitier,Pomme kanak,12
Province Nord,Nord Est,C027P,Arbre fruitier,Citron et lime,12
Province Nord,Nord Est,C027P,Arbre fruitier,Litchi,12
Province Nord,Nord Est,C027P,Cocotier,Cocotier,12
Province Nord,Nord Est,C027P,Arbre fruitier,Mangue,12
Province Nord,Nord Est,C027P,Arbre fruitier,Orange,12
Province Nord,Nord Est,C027P,Arbre fruitier,Mandarine,12
Province Nord,Nord Est,C027H,Arbre fruitier,Citron et lime,11
Province Nord,Nord Est,C027H,Arbre fruitier,Corossol,11
Province Nord,Nord Est,C027H,Arbre fruitier,Mandarine,11
Province Nord,Nord Est,C027H,Légume & fruit plein champ,Citrouille,11
Province Nord,Nord Est,C027H,Légume & fruit plein champ,Chou kanak,11
Province Nord,Nord Est,C027H,Cultures spéciales,Canne à sucre,11
Province Nord,Nord Est,C027H,Banane poingo,Banane poingo,11
Province Nord,Nord Est,C027H,Banane dessert,Banane dessert,11
Province Nord,Nord Est,C027H,Tubercule,Igname de saison,11
Province Nord,Nord Est,C027H,Tubercule,Taro de montagne,11
Province Nord,Nord Est,C027H,Tubercule,Manioc,11
Province Nord,Nord Est,C027H,Cocotier,Cocotier,11
Province Nord,Nord Est,C027H,Arbre fruitier,Papaye,11
Province Nord,Nord Est,C027H,Arbre fruitier,Litchi,11
Province Nord,Nord Est,C027H,Arbre fruitier,Jacques,11
Province Nord,Nord Est,C027H,Arbre fruitier,Mangue,11
Province Nord,Nord Est,C027H,Arbre fruitier,Fruit à pain,11
Province Nord,Nord Est,C026H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C026H,Tubercule,Patate douce,8
Province Nord,Nord Est,C026H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C026H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C026H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C026H,Tubercule,Manioc,8
Province Nord,Nord Est,C026H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C026H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C026H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C026H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C026H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C026H,Cocotier,Cocotier,8
Province Nord,Nord Est,C025H,Tubercule,Manioc,8
Province Nord,Nord Est,C025H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C025H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C025H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C025H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C025H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C025H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C024H,Tubercule,Manioc,11
Province Nord,Nord Est,C024H,Cultures spéciales,Canne à sucre,11
Province Nord,Nord Est,C024H,Banane poingo,Banane poingo,11
Province Nord,Nord Est,C024H,Tubercule,Igname de saison,11
Province Nord,Nord Est,C024H,Tubercule,Taro d'eau,11
Province Nord,Nord Est,C024H,Tubercule,Taro de montagne,11
Province Nord,Nord Est,C024H,Banane dessert,Banane dessert,11
Province Nord,Nord Est,C024H,Arbre fruitier,Pomme citerne,11
Province Nord,Nord Est,C024H,Arbre fruitier,Jacques,11
Province Nord,Nord Est,C024H,Légume & fruit plein champ,Chou kanak,11
Province Nord,Nord Est,C024H,Arbre fruitier,Pamplemousse,11
Province Nord,Nord Est,C024H,Arbre fruitier,Citron et lime,11
Province Nord,Nord Est,C024H,Arbre fruitier,Mandarine,11
Province Nord,Nord Est,C024H,Arbre fruitier,Orange,11
Province Nord,Nord Est,C024H,Arbre fruitier,Mangue,11
Province Nord,Nord Est,C023H,Cultures spéciales,Vanille,10
Province Nord,Nord Est,C023H,Légume & fruit plein champ,Chou kanak,10
Province Nord,Nord Est,C023H,Arbre fruitier,Pomme citerne,10
Province Nord,Nord Est,C023H,Arbre fruitier,Orange,10
Province Nord,Nord Est,C023H,Banane poingo,Banane poingo,10
Province Nord,Nord Est,C023H,Arbre fruitier,Papaye,10
Province Nord,Nord Est,C023H,Cultures spéciales,Canne à sucre,10
Province Nord,Nord Est,C023H,Tubercule,Manioc,10
Province Nord,Nord Est,C023H,Tubercule,Igname de saison,10
Province Nord,Nord Est,C023H,Tubercule,Taro d'eau,10
Province Nord,Nord Est,C023H,Tubercule,Taro de montagne,10
Province Nord,Nord Est,C023H,Banane dessert,Banane dessert,10
Province Nord,Nord Est,C023H,Cocotier,Cocotier,10
Province Nord,Nord Est,C023H,Arbre fruitier,Mandarine,10
Province Nord,Nord Est,C023H,Arbre fruitier,Litchi,10
Province Nord,Nord Est,C023H,Arbre fruitier,Mangue,10
Province Nord,Nord Est,C022H,Légume & fruit plein champ,Oignon vert,8
Province Nord,Nord Est,C022H,Légume & fruit plein champ,Piment,8
Province Nord,Nord Est,C022H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C022H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C022H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C022H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C022H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C022H,Tubercule,Manioc,8
Province Nord,Nord Est,C022H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C021H,Tubercule,Manioc,8
Province Nord,Nord Est,C021H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C021H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C021H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C021H,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C021H,Arbre fruitier,Pomme cannelle,8
Province Nord,Nord Est,C021H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C021H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C021H,Arbre fruitier,Mandarine,8
